"PVWatts Hourly PV Performance Data"
"Requested Location","94568, USA"
"Location","Lat, Lng: 37.69, -121.9"
"Latitude (DD)","37.69"
"Longitude (DD)","-121.90"
"Elevation (m)","100.84999847412"
"DC System Size (kW)","34.5"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","12","10","833","96","16","1.9","0.13","740.688","34.485","21377.339","20483.112"
"2","12","11","869","102","17","2.1","0.13","849.013","37.322","24094.453","23103.948"
"2","12","12","879","102","18","2.2","0.13","877.943","38.598","24750.067","23736.331"
"2","12","13","872","96","19","2.2","0.13","829.776","38.481","23472.02","22503.57"
"2","12","14","831","89","18","2","0.13","703.817","35.219","20298.278","19442.287"
"2","12","15","747","76","17","1.3","0.13","512.34","31.633","15072.686","14401.857"
"2","12","16","577","54","14","0.9","0.13","278.41","22.645","7907.536","7490.598"
"2","12","17","117","13","12","1","0.13","28.876","12.654","403.648","252.602"
"2","12","18","0","0","11","1","0.13","0","11","0","0"
"2","12","19","0","0","10","0.9","0.13","0","10","0","0"
"2","12","20","0","0","10","0.7","0.13","0","10","0","0"
"2","12","21","0","0","9","0.7","0.13","0","9","0","0"
"2","12","22","0","0","9","0.7","0.13","0","9","0","0"
"2","12","23","0","0","8","0.8","0.13","0","8","0","0"
"2","13","0","0","0","7","1.1","0.13","0","7","0","0"
"2","13","1","0","0","6","1.2","0.13","0","6","0","0"
"2","13","2","0","0","6","1.3","0.13","0","6","0","0"
"2","13","3","0","0","6","1.3","0.13","0","6","0","0"
"2","13","4","0","0","6","1.2","0.13","0","6","0","0"
"2","13","5","0","0","6","1.1","0.13","0","6","0","0"
"2","13","6","0","0","7","1.3","0.13","0","7","0","0"
"2","13","7","134","30","8","1.7","0.13","67.131","9.61","1534.237","1343.13"
"2","13","8","277","96","10","2.3","0.13","223.393","15.13","6712.297","6337.71"
"2","13","9","151","182","12","3.3","0.13","284.957","17.508","8616.847","8174.775"
"2","13","10","486","190","14","4.3","0.13","583.912","23.727","17450.471","16695.389"
"2","13","11","879","108","15","5.1","0.13","866.519","28.001","25474.896","24435.476"
"2","13","12","921","102","14","5.7","0.13","910.091","26.704","26846.83","25758.797"
"2","13","13","918","97","13","6","0.13","870.921","24.756","25951.483","24895.176"
"2","13","14","470","181","13","6","0.13","545.882","20.368","16541.806","15818.921"
"2","13","15","839","67","12","5.6","0.13","556.109","19.888","17132.329","16388.52"
"2","13","16","410","65","10","4.8","0.13","227.921","13.517","6706.322","6331.947"
"2","13","17","241","14","8","4.2","0.13","47.747","8.567","648.492","488.77"
"2","13","18","0","0","7","4.2","0.13","0","7","0","0"
"2","13","19","0","0","7","4.3","0.13","0","7","0","0"
"2","13","20","0","0","6","4.1","0.13","0","6","0","0"
"2","13","21","0","0","6","4","0.13","0","6","0","0"
"2","13","22","0","0","5","3.9","0.13","0","5","0","0"
"2","13","23","0","0","5","4","0.13","0","5","0","0"
"2","14","0","0","0","4","4.1","0.13","0","4","0","0"
"2","14","1","0","0","4","4.3","0.13","0","4","0","0"
"2","14","2","0","0","4","4.2","0.13","0","4","0","0"
"2","14","3","0","0","3","4.2","0.13","0","3","0","0"
"2","14","4","0","0","3","4.1","0.13","0","3","0","0"
"2","14","5","0","0","2","3.7","0.13","0","2","0","0"
"2","14","6","0","0","2","3.6","0.13","0","2","0","0"
"2","14","7","474","25","4","3.8","0.13","131.257","6.118","2937.231","2696.41"
"2","14","8","782","50","6","4.2","0.13","395.898","12.671","12154.6","11587.172"
"2","14","9","900","64","9","4.6","0.13","628.053","19.085","19381.911","18558.39"
"2","14","10","954","73","11","4.5","0.13","805.433","24.08","24190.189","23196.291"
"2","14","11","979","77","12","4.1","0.13","911.736","27.627","26850.396","25762.237"
"2","14","12","982","78","12","4.1","0.13","938.055","28.072","27530.523","26418.264"
"2","14","13","964","78","13","4.1","0.13","883.901","28.153","26013.493","24954.989"
"2","14","14","925","73","13","3.9","0.13","753.163","26.31","22483.117","21549.707"
"2","14","15","851","63","12","3.2","0.13","560.408","23.056","17063.614","16322.239"
"2","14","16","697","47","9","2","0.13","316.004","16.63","9227.081","8763.386"
"2","14","17","255","15","6","1.5","0.13","51.134","6.98","704.73","543.015"
"2","14","18","0","0","5","1.4","0.13","0","5","0","0"
"2","14","19","0","0","5","1.3","0.13","0","5","0","0"
"2","14","20","0","0","4","1.3","0.13","0","4","0","0"
"2","14","21","0","0","4","1.3","0.13","0","4","0","0"
"2","14","22","0","0","4","1.3","0.13","0","4","0","0"
"2","14","23","0","0","3","1.3","0.13","0","3","0","0"
"2","15","0","0","0","3","1.2","0.13","0","3","0","0"
"2","15","1","0","0","3","1.1","0.13","0","3","0","0"
"2","15","2","0","0","3","1","0.13","0","3","0","0"
"2","15","3","0","0","3","0.9","0.13","0","3","0","0"
"2","15","4","0","0","3","0.8","0.13","0","3","0","0"
"2","15","5","0","0","3","0.8","0.13","0","3","0","0"
"2","15","6","0","0","3","0.6","0.13","0","3","0","0"
"2","15","7","454","25","5","0.5","0.13","128.124","9.09","2904.505","2664.844"
"2","15","8","757","49","7","0.5","0.13","385.995","20.501","11519.401","10974.48"
"2","15","9","879","60","10","0.4","0.13","612.945","32.214","17995.588","17221.19"
"2","15","10","922","73","13","0.7","0.13","783.96","39.015","22225.579","21301.295"
"2","15","11","948","78","14","1.3","0.13","889.682","39.313","25040.977","24016.933"
"2","15","12","953","80","15","1.6","0.13","918.151","39.389","25789.218","24738.66"
"2","15","13","941","77","16","1.8","0.13","866.516","38.06","24541.75","23535.395"
"2","15","14","904","72","15","1.7","0.13","739.26","34.255","21400.777","20505.72"
"2","15","15","829","63","14","1.2","0.13","549.907","30.087","16293.699","15579.606"
"2","15","16","672","47","11","0.9","0.13","308.171","20.577","8875.865","8424.615"
"2","15","17","242","15","9","1","0.13","53.609","10.187","755.189","591.686"
"2","15","18","0","0","9","1","0.13","0","9","0","0"
"2","15","19","0","0","8","0.8","0.13","0","8","0","0"
"2","15","20","0","0","7","0.7","0.13","0","7","0","0"
"2","15","21","0","0","7","0.8","0.13","0","7","0","0"
"2","15","22","0","0","6","1","0.13","0","6","0","0"
"2","15","23","0","0","5","1.1","0.13","0","5","0","0"
"2","16","0","0","0","4","1.1","0.13","0","4","0","0"
"2","16","1","0","0","4","1","0.13","0","4","0","0"
"2","16","2","0","0","5","0.8","0.13","0","5","0","0"
"2","16","3","0","0","5","0.7","0.13","0","5","0","0"
"2","16","4","0","0","5","0.5","0.13","0","5","0","0"
"2","16","5","0","0","5","0.2","0.13","0","5","0","0"
"2","16","6","0","0","5","0.3","0.13","0","5","0","0"
"2","16","7","309","34","5","0.6","0.13","108.874","8.447","2600.984","2372.078"
"2","16","8","640","68","7","0.9","0.13","359.512","18.27","10820.086","10299.944"
"2","16","9","801","81","9","0.9","0.13","594.244","27.725","17720.595","16955.941"
"2","16","10","883","85","12","0.7","0.13","770.614","37.566","21957.009","21042.242"
"2","16","11","919","88","14","0.7","0.13","879.348","43.136","24360.135","23360.215"
"2","16","12","927","88","15","1.2","0.13","907.468","41.429","25271.353","24239.146"
"2","16","13","901","91","15","1.4","0.13","851.95","38.682","24054.054","23064.981"
"2","16","14","859","86","15","1.4","0.13","729.389","35.305","21006.536","20125.448"
"2","16","15","776","76","14","1.2","0.13","535.938","29.674","15885.041","15185.428"
"2","16","16","596","58","12","0.9","0.13","294.313","21.156","8478.651","8041.476"
"2","16","17","172","17","9","1","0.13","45.898","10.054","677.317","516.574"
"2","16","18","0","0","8","1.1","0.13","0","8","0","0"
"2","16","19","0","0","7","1.1","0.13","0","7","0","0"
"2","16","20","0","0","6","1.1","0.13","0","6","0","0"
"2","16","21","0","0","6","1.1","0.13","0","6","0","0"
"2","16","22","0","0","6","1.1","0.13","0","6","0","0"
"2","16","23","0","0","5","1.1","0.13","0","5","0","0"
"2","17","0","0","0","5","1.1","0.13","0","5","0","0"
"2","17","1","0","0","5","1.1","0.13","0","5","0","0"
"2","17","2","0","0","5","1","0.13","0","5","0","0"
"2","17","3","0","0","5","0.9","0.13","0","5","0","0"
"2","17","4","0","0","5","0.8","0.13","0","5","0","0"
"2","17","5","0","0","6","1","0.13","0","6","0","0"
"2","17","6","0","0","6","1.1","0.13","0","6","0","0"
"2","17","7","265","38","6","1.1","0.13","104.112","8.918","2552.333","2325.15"
"2","17","8","2","100","7","0.9","0.13","97.012","10.043","2904.427","2664.769"
"2","17","9","26","169","9","0.9","0.13","179.647","14.631","5379.796","5052.425"
"2","17","10","836","105","11","0.8","0.13","764.515","35.677","21918.943","21005.524"
"2","17","11","878","107","13","0.9","0.13","874.709","40.465","24467.253","23463.538"
"2","17","12","889","107","14","1.1","0.13","904.832","40.996","25214.866","24184.66"
"2","17","13","865","108","15","1.2","0.13","849.419","39.745","23856.431","22874.36"
"2","17","14","821","101","14","1.2","0.13","720.425","35.019","20752.366","19880.284"
"2","17","15","735","88","13","1.1","0.13","529.165","28.854","15715.851","15022.233"
"2","17","16","548","67","11","0.9","0.14","286.809","19.93","8320.079","7888.523"
"2","17","17","0","26","8","0.8","0.14","25.455","8.698","460.505","307.444"
"2","17","18","0","0","7","0.7","0.14","0","7","0","0"
"2","17","19","0","0","7","0.7","0.14","0","7","0","0"
"2","17","20","0","0","7","0.9","0.14","0","7","0","0"
"2","17","21","0","0","7","1.2","0.14","0","7","0","0"
"2","17","22","0","0","7","1.3","0.14","0","7","0","0"
"2","17","23","0","0","7","1.2","0.14","0","7","0","0"
"2","18","0","0","0","7","1.1","0.14","0","7","0","0"
"2","18","1","0","0","7","1","0.14","0","7","0","0"
"2","18","2","0","0","6","1","0.14","0","6","0","0"
"2","18","3","0","0","6","1","0.14","0","6","0","0"
"2","18","4","0","0","6","1.1","0.14","0","6","0","0"
"2","18","5","0","0","6","1","0.14","0","6","0","0"
"2","18","6","0","0","6","0.8","0.14","0","6","0","0"
"2","18","7","7","35","7","0.8","0.14","35.065","8.104","936.879","766.938"
"2","18","8","17","106","7","1","0.14","109.653","10.352","3293.661","3040.211"
"2","18","9","94","191","9","1.3","0.14","252.549","16.176","7621.231","7214.438"
"2","18","10","152","259","11","1.6","0.14","390.902","21.355","11604.792","11056.845"
"2","18","11","329","283","13","1.7","0.14","591.142","28.319","17176.379","16431.009"
"2","18","12","875","108","14","1.6","0.14","896.298","37.794","25290.509","24257.622"
"2","18","13","871","100","14","1.5","0.14","847.873","37.031","24069.549","23079.926"
"2","18","14","830","92","14","1.6","0.14","719.243","33.136","20871.746","19995.434"
"2","18","15","375","147","13","1.7","0.14","383.465","22.987","11517.563","10972.707"
"2","18","16","91","93","11","1.5","0.14","132.143","14.574","3884.507","3610.12"
"2","18","17","0","16","9","1.6","0.14","14.798","9.334","260.41","114.44"
"2","18","18","0","0","8","2","0.14","0","8","0","0"
"2","18","19","0","0","8","2","0.14","0","8","0","0"
"2","18","20","0","0","7","1.8","0.14","0","7","0","0"
"2","18","21","0","0","7","1.4","0.14","0","7","0","0"
"2","18","22","0","0","6","1","0.14","0","6","0","0"
"2","18","23","0","0","6","0.9","0.14","0","6","0","0"
"2","19","0","0","0","6","0.9","0.14","0","6","0","0"
"2","19","1","0","0","5","0.9","0.14","0","5","0","0"
"2","19","2","0","0","5","0.9","0.14","0","5","0","0"
"2","19","3","0","0","5","0.8","0.14","0","5","0","0"
"2","19","4","0","0","6","0.8","0.14","0","6","0","0"
"2","19","5","0","0","6","0.8","0.14","0","6","0","0"
"2","19","6","0","0","6","0.9","0.14","0","6","0","0"
"2","19","7","0","18","8","1.4","0.14","16.628","8.454","437.14","284.907"
"2","19","8","0","41","9","1.8","0.14","37.923","9.964","1094.503","918.977"
"2","19","9","0","28","10","1.8","0.14","25.896","10.657","728.356","565.804"
"2","19","10","15","206","10","1.7","0.14","210.091","15.435","6237.594","5879.829"
"2","19","11","8","206","11","1.6","0.14","204.232","16.391","6001.266","5651.875"
"2","19","12","54","288","11","1.6","0.14","341.658","20.023","10053.478","9560.5"
"2","19","13","11","214","12","1.6","0.14","214.937","17.676","6302.488","5942.423"
"2","19","14","0","129","12","1.5","0.14","121.392","15.282","3542.96","3280.676"
"2","19","15","11","148","12","1.2","0.14","148.72","16.325","4399.648","4107.008"
"2","19","16","290","85","11","0.7","0.14","208.179","17.854","6085.705","5733.322"
"2","19","17","0","12","11","0.6","0.14","11.085","11.321","190.573","47.078"
"2","19","18","0","0","10","0.7","0.14","0","10","0","0"
"2","19","19","0","0","10","0.9","0.14","0","10","0","0"
"2","19","20","0","0","10","1.1","0.14","0","10","0","0"
"2","19","21","0","0","10","1.2","0.14","0","10","0","0"
"2","19","22","0","0","9","1.2","0.14","0","9","0","0"
"2","19","23","0","0","9","1.1","0.14","0","9","0","0"
"2","20","0","0","0","8","1","0.14","0","8","0","0"
"2","20","1","0","0","7","1","0.14","0","7","0","0"
"2","20","2","0","0","7","1","0.14","0","7","0","0"
"2","20","3","0","0","7","0.9","0.14","0","7","0","0"
"2","20","4","0","0","6","0.9","0.14","0","6","0","0"
"2","20","5","0","0","6","0.9","0.14","0","6","0","0"
"2","20","6","0","0","7","0.9","0.14","0","7","0","0"
"2","20","7","78","41","8","1.1","0.14","61.035","9.762","1600.533","1407.076"
"2","20","8","654","69","9","1.3","0.14","373.215","19.607","11230.674","10695.984"
"2","20","9","241","192","10","1.3","0.14","360.882","20.266","10862.602","10340.954"
"2","20","10","797","118","11","1.3","0.14","755.665","32.507","21901.889","20989.075"
"2","20","11","388","269","12","1.3","0.14","627.478","29.799","18149.794","17369.932"
"2","20","12","108","313","13","1.2","0.14","416.657","25.073","12099.37","11533.899"
"2","20","13","19","234","13","1.2","0.14","242.011","20.009","7059.183","6672.305"
"2","20","14","41","223","13","1.2","0.14","255.733","20.422","7516.831","7113.737"
"2","20","15","28","160","12","1","0.14","176.777","17.403","5243.632","4921.086"
"2","20","16","544","72","11","0.8","0.14","293.402","20.39","8538.664","8099.363"
"2","20","17","56","22","9","0.8","0.14","32.81","9.857","542.813","386.836"
"2","20","18","0","0","9","0.8","0.14","0","9","0","0"
"2","20","19","0","0","8","0.8","0.14","0","8","0","0"
"2","20","20","0","0","8","0.8","0.14","0","8","0","0"
"2","20","21","0","0","7","0.8","0.14","0","7","0","0"
"2","20","22","0","0","7","0.8","0.14","0","7","0","0"
"2","20","23","0","0","7","0.9","0.14","0","7","0","0"
"2","21","0","0","0","7","1","0.14","0","7","0","0"
"2","21","1","0","0","7","1.2","0.14","0","7","0","0"
"2","21","2","0","0","7","1.5","0.14","0","7","0","0"
"2","21","3","0","0","7","1.9","0.14","0","7","0","0"
"2","21","4","0","0","7","2","0.14","0","7","0","0"
"2","21","5","0","0","7","2.1","0.14","0","7","0","0"
"2","21","6","0","0","7","2.4","0.14","0","7","0","0"
"2","21","7","0","14","8","2.9","0.14","12.924","8.263","340.599","191.787"
"2","21","8","0","18","9","3.7","0.14","16.625","9.302","464.318","311.122"
"2","21","9","0","26","11","4.4","0.14","24.046","11.394","671.449","510.914"
"2","21","10","0","25","12","5","0.14","23.14","12.35","636.617","477.317"
"2","21","11","0","137","11","5.3","0.14","128.681","12.871","3769.307","3499.002"
"2","21","12","0","120","11","5.2","0.14","112.16","12.65","3267.704","3015.173"
"2","21","13","193","299","11","5.1","0.14","479.505","18.165","14395.541","13748.707"
"2","21","14","3","174","11","4.6","0.14","168.347","13.681","4999.122","4685.241"
"2","21","15","153","179","11","3.9","0.14","276.766","15.881","8417.001","7982.01"
"2","21","16","0","7","11","3.1","0.14","6.459","11.129","170.76","27.966"
"2","21","17","0","1","10","2.1","0.14","0.921","10.019","0","0"
"2","21","18","0","0","9","1.4","0.14","0","9","0","0"
"2","21","19","0","0","8","1.3","0.14","0","8","0","0"
"2","21","20","0","0","8","1.4","0.14","0","8","0","0"
"2","21","21","0","0","7","1.4","0.14","0","7","0","0"
"2","21","22","0","0","7","1.3","0.14","0","7","0","0"
"2","21","23","0","0","7","1.4","0.14","0","7","0","0"
"2","22","0","0","0","7","1.5","0.14","0","7","0","0"
"2","22","1","0","0","8","1.4","0.14","0","8","0","0"
"2","22","2","0","0","8","1.3","0.14","0","8","0","0"
"2","22","3","0","0","8","1.3","0.14","0","8","0","0"
"2","22","4","0","0","7","1.3","0.14","0","7","0","0"
"2","22","5","0","0","7","1.2","0.14","0","7","0","0"
"2","22","6","0","0","7","1.5","0.14","0","7","0","0"
"2","22","7","0","30","7","1.8","0.14","27.759","7.697","762.352","598.596"
"2","22","8","0","102","7","2","0.14","97.342","9.374","2923.386","2683.056"
"2","22","9","0","147","9","2.2","0.14","140.07","12.277","4181.297","3896.395"
"2","22","10","160","270","10","2.5","0.14","409.596","19.052","12261.009","11689.81"
"2","22","11","0","87","11","2.6","0.14","80.728","12.746","2324.396","2105.291"
"2","22","12","0","91","11","2.7","0.14","84.46","12.793","2432.395","2209.462"
"2","22","13","86","293","11","2.8","0.14","372.16","18.78","11054.987","10526.522"
"2","22","14","127","252","11","2.8","0.14","359.785","18.538","10775.832","10257.258"
"2","22","15","335","162","10","2.4","0.14","371.439","18.402","11322.587","10784.64"
"2","22","16","216","96","9","1.5","0.14","187.616","14.072","5577.67","5243.288"
"2","22","17","184","26","7","0.9","0.14","59.771","8.45","940.077","770.023"
"2","22","18","0","0","6","0.9","0.14","0","6","0","0"
"2","22","19","0","0","5","1","0.14","0","5","0","0"
"2","22","20","0","0","5","1","0.14","0","5","0","0"
"2","22","21","0","0","5","1","0.14","0","5","0","0"
"2","22","22","0","0","5","0.9","0.14","0","5","0","0"
"2","22","23","0","0","4","1","0.14","0","4","0","0"
"2","23","0","0","0","4","1.1","0.14","0","4","0","0"
"2","23","1","0","0","4","1.2","0.14","0","4","0","0"
"2","23","2","0","0","4","1.2","0.14","0","4","0","0"
"2","23","3","0","0","4","1.1","0.14","0","4","0","0"
"2","23","4","0","0","4","1.1","0.14","0","4","0","0"
"2","23","5","0","0","4","1.3","0.14","0","4","0","0"
"2","23","6","0","0","5","2.2","0.14","0","5","0","0"
"2","23","7","0","19","5","3","0.14","17.551","5.352","479.572","325.836"
"2","23","8","0","57","6","3.2","0.14","52.774","7.036","1563.005","1370.878"
"2","23","9","773","89","7","3.8","0.14","600.815","17.781","18548.252","17754.271"
"2","23","10","0","163","9","4.8","0.14","154.574","11.396","4602.946","4303.103"
"2","23","11","51","286","11","5","0.14","335.29","16.063","10008.72","9517.328"
"2","23","12","0","36","12","4.5","0.14","33.362","12.537","925.296","755.766"
"2","23","13","0","57","12","4.6","0.14","52.84","12.84","1496.216","1306.456"
"2","23","14","0","25","11","5.1","0.14","23.136","11.345","640.379","480.944"
"2","23","15","0","14","9","5.5","0.14","12.938","9.184","355.717","206.37"
"2","23","16","0","53","9","5.7","0.14","49.068","9.684","1431.028","1243.578"
"2","23","17","0","7","9","5.5","0.14","6.456","9.081","117.46","0"
"2","23","18","0","0","9","5.2","0.14","0","9","0","0"
"2","23","19","0","0","10","4.8","0.14","0","10","0","0"
"2","23","20","0","0","10","4.4","0.14","0","10","0","0"
"2","23","21","0","0","10","4.3","0.14","0","10","0","0"
"2","23","22","0","0","10","4.4","0.14","0","10","0","0"
"2","23","23","0","0","9","4.3","0.14","0","9","0","0"
"2","24","0","0","0","9","4.1","0.14","0","9","0","0"
"2","24","1","0","0","9","4.1","0.14","0","9","0","0"
"2","24","2","0","0","9","4.3","0.14","0","9","0","0"
"2","24","3","0","0","9","4.6","0.14","0","9","0","0"
"2","24","4","0","0","9","4.9","0.14","0","9","0","0"
"2","24","5","0","0","9","5.2","0.14","0","9","0","0"
"2","24","6","0","0","9","5.6","0.14","0","9","0","0"
"2","24","7","0","4","10","5.8","0.14","3.687","10.05","91.969","0"
"2","24","8","0","76","10","5.8","0.14","71.001","10.979","2093.414","1882.493"
"2","24","9","73","202","10","5.7","0.14","250.706","13.493","7616.628","7209.997"
"2","24","10","19","220","11","5.8","0.14","226.924","14.116","6776.606","6399.741"
"2","24","11","9","214","12","6","0.14","212.695","14.851","6284.82","5925.381"
"2","24","12","88","318","13","6.1","0.14","404","18.359","12001.577","11439.571"
"2","24","13","318","287","13","5.8","0.14","583.525","21.027","17406.412","16652.891"
"2","24","14","53","238","12","5.3","0.14","280.198","16.085","8388.83","7954.838"
"2","24","15","152","185","11","4.4","0.14","282.759","15.646","8603.343","8161.749"
"2","24","16","0","45","10","3","0.14","41.636","10.844","1200.499","1021.218"
"2","24","17","137","30","9","1.8","0.14","57.574","10.256","1090.627","915.239"
"2","24","18","0","0","7","1.2","0.14","0","7","0","0"
"2","24","19","0","0","7","1.1","0.14","0","7","0","0"
"2","24","20","0","0","7","1","0.14","0","7","0","0"
"2","24","21","0","0","7","1","0.14","0","7","0","0"
"2","24","22","0","0","7","0.9","0.14","0","7","0","0"
"2","24","23","0","0","7","0.9","0.14","0","7","0","0"
"2","25","0","0","0","7","0.8","0.14","0","7","0","0"
"2","25","1","0","0","7","0.6","0.14","0","7","0","0"
"2","25","2","0","0","7","0.4","0.14","0","7","0","0"
"2","25","3","0","0","7","0.2","0.14","0","7","0","0"
"2","25","4","0","0","7","0.2","0.14","0","7","0","0"
"2","25","5","0","0","6","0.3","0.14","0","6","0","0"
"2","25","6","0","0","6","0.3","0.14","0","6","0","0"
"2","25","7","411","43","7","0.4","0.14","148.113","12.1","3807.531","3535.872"
"2","25","8","0","62","8","0.8","0.14","57.419","9.849","1686.501","1489.999"
"2","25","9","826","84","10","1.2","0.14","634.052","28.519","18803.759","18000.724"
"2","25","10","310","259","12","1.5","0.14","525.463","26.24","15411.087","14728.268"
"2","25","11","900","104","13","1.5","0.14","904.558","37.55","25529.881","24488.513"
"2","25","12","0","142","14","1.5","0.14","133.388","17.596","3829.047","3556.626"
"2","25","13","354","280","13","1.6","0.14","606.992","29.074","17578.433","16818.817"
"2","25","14","310","241","13","1.7","0.14","493.604","25.808","14525.198","13873.77"
"2","25","15","32","169","13","1.6","0.14","187.834","17.981","5563.78","5229.89"
"2","25","16","602","68","11","1.2","0.14","316.534","20.164","9280.547","8814.957"
"2","25","17","230","28","9","0.9","0.14","71.286","10.926","1368.01","1182.793"
"2","25","18","0","0","9","0.9","0.14","0","9","0","0"
"2","25","19","0","0","8","0.9","0.14","0","8","0","0"
"2","25","20","0","0","8","0.9","0.14","0","8","0","0"
"2","25","21","0","0","7","1","0.14","0","7","0","0"
"2","25","22","0","0","7","1.1","0.14","0","7","0","0"
"2","25","23","0","0","7","1","0.14","0","7","0","0"
"2","26","0","0","0","6","1","0.14","0","6","0","0"
"2","26","1","0","0","6","1","0.14","0","6","0","0"
"2","26","2","0","0","5","1","0.14","0","5","0","0"
"2","26","3","0","0","5","1","0.14","0","5","0","0"
"2","26","4","0","0","5","1","0.14","0","5","0","0"
"2","26","5","0","0","5","0.9","0.14","0","5","0","0"
"2","26","6","0","0","6","1.2","0.14","0","6","0","0"
"2","26","7","416","42","7","1.6","0.14","149.428","10.791","3878.446","3604.274"
"2","26","8","733","66","9","1.8","0.14","415.611","19.583","12603.991","12020.639"
"2","26","9","856","78","12","2","0.14","649.305","27.894","19303.559","18482.815"
"2","26","10","886","97","15","2","0.14","817.083","34.955","23423.043","22456.328"
"2","26","11","916","101","16","1.8","0.14","917.797","39.332","25711.521","24663.716"
"2","26","12","588","220","17","1.4","0.14","779.504","38.605","21797.52","20888.404"
"2","26","13","488","244","18","0.9","0.14","693.52","39.727","19317.235","18496.006"
"2","26","14","604","161","18","0.7","0.14","642.123","39.272","18073.198","17296.05"
"2","26","15","540","129","17","0.8","0.14","467.102","32.096","13604.319","12985.521"
"2","26","16","475","75","15","0.8","0.14","274.847","23.814","7935.874","7517.932"
"2","26","17","279","28","13","1","0.14","80.029","15.133","1557.912","1365.966"
"2","26","18","0","0","12","1.1","0.14","0","12","0","0"
"2","26","19","0","0","12","1","0.14","0","12","0","0"
"2","26","20","0","0","12","0.9","0.14","0","12","0","0"
"2","26","21","0","0","12","0.8","0.14","0","12","0","0"
"2","26","22","0","0","11","0.7","0.14","0","11","0","0"
"2","26","23","0","0","11","0.7","0.14","0","11","0","0"
"2","27","0","0","0","11","0.7","0.14","0","11","0","0"
"2","27","1","0","0","10","0.7","0.14","0","10","0","0"
"2","27","2","0","0","9","0.8","0.14","0","9","0","0"
"2","27","3","0","0","9","0.9","0.14","0","9","0","0"
"2","27","4","0","0","8","1","0.14","0","8","0","0"
"2","27","5","0","0","8","0.9","0.14","0","8","0","0"
"2","27","6","0","0","8","0.8","0.14","0","8","0","0"
"2","27","7","346","43","10","0.9","0.14","134.766","14.06","3490.4","3229.979"
"2","27","8","22","124","12","1.2","0.14","129.243","15.761","3825.235","3552.949"
"2","27","9","457","169","14","1.6","0.14","487.839","26.97","14424.304","13776.45"
"2","27","10","734","133","15","1.9","0.14","741.604","33.475","21347.263","20454.102"
"2","27","11","567","221","16","2","0.14","749.979","34.266","21349.264","20456.032"
"2","27","12","608","215","17","2.1","0.14","797.188","36.027","22516.449","21581.858"
"2","27","13","526","228","18","2.1","0.14","710.096","34.953","20169.394","19317.969"
"2","27","14","458","211","17","2","0.14","582.665","31.211","16864.844","16130.513"
"2","27","15","735","97","16","1.5","0.14","553.727","31.085","16265.745","15552.642"
"2","27","16","584","73","14","1","0.14","316.448","23.632","9175.423","8713.559"
"2","27","17","241","30","12","1","0.14","76.456","14.086","1576.733","1384.12"
"2","27","18","0","0","10","1.1","0.14","0","10","0","0"
"2","27","19","0","0","9","1","0.14","0","9","0","0"
"2","27","20","0","0","9","1","0.14","0","9","0","0"
"2","27","21","0","0","9","0.9","0.14","0","9","0","0"
"2","27","22","0","0","9","0.9","0.14","0","9","0","0"
"2","27","23","0","0","8","0.9","0.14","0","8","0","0"
"2","28","0","0","0","7","1","0.14","0","7","0","0"
"2","28","1","0","0","7","1","0.14","0","7","0","0"
"2","28","2","0","0","7","1.1","0.14","0","7","0","0"
"2","28","3","0","0","6","1.1","0.14","0","6","0","0"
"2","28","4","0","0","6","1.1","0.14","0","6","0","0"
"2","28","5","0","0","5","1.1","0.14","0","5","0","0"
"2","28","6","0","0","6","1.2","0.14","0","6","0","0"
"2","28","7","460","43","9","1.6","0.14","163.313","13.152","4242.509","3955.437"
"2","28","8","716","70","11","1.7","0.14","417.381","21.861","12569.431","11987.303"
"2","28","9","830","85","13","1.5","0.14","645.065","30.563","18962.269","18153.617"
"2","28","10","902","89","15","1.4","0.14","821.011","37.821","23265.607","22304.471"
"2","28","11","927","94","17","1.3","0.14","924.936","43.283","25491.131","24451.136"
"2","28","12","931","96","18","1.3","0.14","950.958","45.014","25983.009","24925.585"
"2","28","13","927","90","19","1.3","0.14","901.235","44.618","24741.786","23728.343"
"2","28","14","891","84","20","1.4","0.14","770.938","41.443","21591.472","20689.658"
"2","28","15","822","74","19","1.2","0.14","580.442","35.964","16752.847","16022.484"
"2","28","16","651","60","15","1.6","0.13","330.087","23.719","9575.014","9098.991"
"2","28","17","310","28","12","1","0.13","86.442","14.358","1787.596","1587.511"
"2","28","18","0","0","10","1","0.13","0","10","0","0"
"2","28","19","0","0","9","0.9","0.13","0","9","0","0"
