history:PRFTA_282_M01/PM_01_powerReal
01-Jan-21 12:00 AM PST  to  31-Dec-21 11:59 PM PST

Timestamp,Trend Flags,Status,Value (kW)
"01-Jan-21 8:45:00 AM PST","{ }","{ok}","14.4 kW"
"01-Jan-21 9:00:00 AM PST","{ }","{ok}","17.4 kW"
"01-Jan-21 9:15:00 AM PST","{ }","{ok}","15.9 kW"
"01-Jan-21 9:30:00 AM PST","{ }","{ok}","15.9 kW"
"01-Jan-21 9:45:00 AM PST","{ }","{ok}","14.3 kW"
"01-Jan-21 10:00:00 AM PST","{ }","{ok}","15.9 kW"
"01-Jan-21 10:15:00 AM PST","{ }","{ok}","21.4 kW"
"01-Jan-21 10:30:00 AM PST","{ }","{ok}","21.3 kW"
"01-Jan-21 10:45:00 AM PST","{ }","{ok}","18.6 kW"
"01-Jan-21 11:00:00 AM PST","{ }","{ok}","17.0 kW"
"01-Jan-21 11:15:00 AM PST","{ }","{ok}","18.4 kW"
"01-Jan-21 11:30:00 AM PST","{ }","{ok}","20.0 kW"
"01-Jan-21 11:45:00 AM PST","{ }","{ok}","16.9 kW"
"01-Jan-21 12:00:00 PM PST","{ }","{ok}","17.0 kW"
"01-Jan-21 12:15:00 PM PST","{ }","{ok}","15.9 kW"
"01-Jan-21 12:30:00 PM PST","{ }","{ok}","18.4 kW"
"01-Jan-21 12:45:00 PM PST","{ }","{ok}","17.1 kW"
"01-Jan-21 1:00:00 PM PST","{ }","{ok}","16.4 kW"
"01-Jan-21 1:15:00 PM PST","{ }","{ok}","18.6 kW"
"01-Jan-21 1:30:00 PM PST","{ }","{ok}","17.2 kW"
"01-Jan-21 1:45:00 PM PST","{ }","{ok}","17.1 kW"
"01-Jan-21 2:00:00 PM PST","{ }","{ok}","14.3 kW"
"01-Jan-21 2:15:00 PM PST","{ }","{ok}","12.9 kW"
"01-Jan-21 2:30:00 PM PST","{ }","{ok}","11.4 kW"
"01-Jan-21 2:45:00 PM PST","{ }","{ok}","14.3 kW"
"01-Jan-21 3:00:00 PM PST","{ }","{ok}","13.0 kW"
"01-Jan-21 3:15:00 PM PST","{ }","{ok}","12.9 kW"
"01-Jan-21 3:30:00 PM PST","{ }","{ok}","12.8 kW"
"01-Jan-21 3:45:00 PM PST","{ }","{ok}","12.8 kW"
"01-Jan-21 4:00:00 PM PST","{ }","{ok}","10.0 kW"
"01-Jan-21 4:15:00 PM PST","{ }","{ok}","11.4 kW"
"01-Jan-21 4:30:00 PM PST","{ }","{ok}","12.9 kW"
"01-Jan-21 4:45:00 PM PST","{ }","{ok}","13.0 kW"
"01-Jan-21 5:00:00 PM PST","{ }","{ok}","13.1 kW"
"01-Jan-21 5:15:00 PM PST","{ }","{ok}","25.2 kW"
"01-Jan-21 5:30:00 PM PST","{ }","{ok}","26.8 kW"
"01-Jan-21 5:45:00 PM PST","{ }","{ok}","28.2 kW"
"01-Jan-21 6:00:00 PM PST","{ }","{ok}","27.0 kW"
"01-Jan-21 6:15:00 PM PST","{ }","{ok}","25.6 kW"
"01-Jan-21 6:30:00 PM PST","{ }","{ok}","26.9 kW"
"01-Jan-21 6:45:00 PM PST","{ }","{ok}","26.7 kW"
"01-Jan-21 7:00:00 PM PST","{ }","{ok}","26.3 kW"
"01-Jan-21 7:15:00 PM PST","{ }","{ok}","25.4 kW"
"01-Jan-21 7:30:00 PM PST","{ }","{ok}","23.8 kW"
"01-Jan-21 7:45:00 PM PST","{ }","{ok}","27.9 kW"
"01-Jan-21 8:00:00 PM PST","{ }","{ok}","26.3 kW"
"01-Jan-21 8:15:00 PM PST","{ }","{ok}","28.2 kW"
"01-Jan-21 8:30:00 PM PST","{ }","{ok}","27.9 kW"
"01-Jan-21 8:45:00 PM PST","{ }","{ok}","27.0 kW"
"01-Jan-21 9:00:00 PM PST","{ }","{ok}","29.8 kW"
"01-Jan-21 9:15:00 PM PST","{ }","{ok}","29.4 kW"
"01-Jan-21 9:30:00 PM PST","{ }","{ok}","29.9 kW"
"01-Jan-21 9:45:00 PM PST","{ }","{ok}","29.8 kW"
"01-Jan-21 10:00:00 PM PST","{ }","{ok}","26.9 kW"
"01-Jan-21 10:15:00 PM PST","{ }","{ok}","26.8 kW"
"01-Jan-21 10:45:00 PM PST","{ }","{ok}","27.2 kW"
"01-Jan-21 11:00:00 PM PST","{ }","{ok}","25.7 kW"
"01-Jan-21 11:15:00 PM PST","{ }","{ok}","25.7 kW"
"01-Jan-21 11:30:00 PM PST","{ }","{ok}","25.5 kW"
"01-Jan-21 11:45:00 PM PST","{ }","{ok}","27.0 kW"
"02-Jan-21 12:00:00 AM PST","{ }","{ok}","27.0 kW"
"02-Jan-21 12:15:00 AM PST","{ }","{ok}","26.8 kW"
"02-Jan-21 12:30:00 AM PST","{ }","{ok}","26.6 kW"
"02-Jan-21 12:45:00 AM PST","{ }","{ok}","25.2 kW"
"02-Jan-21 1:00:00 AM PST","{ }","{ok}","25.3 kW"
"02-Jan-21 1:15:00 AM PST","{ }","{ok}","25.0 kW"
"02-Jan-21 1:30:00 AM PST","{ }","{ok}","25.2 kW"
"02-Jan-21 1:45:00 AM PST","{ }","{ok}","28.5 kW"
"02-Jan-21 2:00:00 AM PST","{ }","{ok}","26.8 kW"
"02-Jan-21 2:15:00 AM PST","{ }","{ok}","24.5 kW"
"02-Jan-21 2:30:00 AM PST","{ }","{ok}","26.1 kW"
"02-Jan-21 2:45:00 AM PST","{ }","{ok}","25.9 kW"
"02-Jan-21 3:00:00 AM PST","{ }","{ok}","24.5 kW"
"02-Jan-21 3:15:00 AM PST","{ }","{ok}","24.4 kW"
"02-Jan-21 3:30:00 AM PST","{ }","{ok}","24.4 kW"
"02-Jan-21 3:45:00 AM PST","{ }","{ok}","23.0 kW"
"02-Jan-21 4:00:00 AM PST","{ }","{ok}","23.0 kW"
"02-Jan-21 4:15:00 AM PST","{ }","{ok}","27.2 kW"
"02-Jan-21 4:30:00 AM PST","{ }","{ok}","26.0 kW"
"02-Jan-21 4:45:00 AM PST","{ }","{ok}","26.1 kW"
"02-Jan-21 5:00:00 AM PST","{ }","{ok}","26.0 kW"
"02-Jan-21 5:15:00 AM PST","{ }","{ok}","25.9 kW"
"02-Jan-21 5:30:00 AM PST","{ }","{ok}","24.2 kW"
"02-Jan-21 5:45:00 AM PST","{ }","{ok}","25.5 kW"
"02-Jan-21 6:00:00 AM PST","{ }","{ok}","25.9 kW"
"02-Jan-21 6:15:00 AM PST","{ }","{ok}","25.8 kW"
"02-Jan-21 6:30:00 AM PST","{ }","{ok}","25.9 kW"
"02-Jan-21 6:45:00 AM PST","{ }","{ok}","25.8 kW"
"02-Jan-21 7:00:00 AM PST","{ }","{ok}","25.5 kW"
"02-Jan-21 7:15:00 AM PST","{ }","{ok}","27.3 kW"
"02-Jan-21 7:30:00 AM PST","{ }","{ok}","25.8 kW"
"02-Jan-21 7:45:00 AM PST","{ }","{ok}","26.0 kW"
"02-Jan-21 8:00:00 AM PST","{ }","{ok}","14.8 kW"
"02-Jan-21 8:15:00 AM PST","{ }","{ok}","14.9 kW"
"02-Jan-21 8:30:00 AM PST","{ }","{ok}","15.1 kW"
"02-Jan-21 8:45:00 AM PST","{ }","{ok}","14.9 kW"
"02-Jan-21 9:00:00 AM PST","{ }","{ok}","13.6 kW"
"02-Jan-21 9:15:00 AM PST","{ }","{ok}","13.5 kW"
"02-Jan-21 9:30:00 AM PST","{ }","{ok}","12.1 kW"
"02-Jan-21 9:45:00 AM PST","{ }","{ok}","12.0 kW"
"02-Jan-21 10:00:00 AM PST","{ }","{ok}","16.4 kW"
"02-Jan-21 10:15:00 AM PST","{ }","{ok}","20.8 kW"
"02-Jan-21 10:30:00 AM PST","{ }","{ok}","13.3 kW"
"02-Jan-21 10:45:00 AM PST","{ }","{ok}","17.0 kW"
"02-Jan-21 11:00:00 AM PST","{ }","{ok}","17.0 kW"
"02-Jan-21 11:15:00 AM PST","{ }","{ok}","14.4 kW"
"02-Jan-21 11:30:00 AM PST","{ }","{ok}","14.3 kW"
"02-Jan-21 11:45:00 AM PST","{ }","{ok}","15.6 kW"
"02-Jan-21 12:00:00 PM PST","{ }","{ok}","19.7 kW"
"02-Jan-21 12:15:00 PM PST","{ }","{ok}","19.8 kW"
"02-Jan-21 12:30:00 PM PST","{ }","{ok}","18.5 kW"
"02-Jan-21 12:45:00 PM PST","{ }","{ok}","17.9 kW"
"02-Jan-21 1:00:00 PM PST","{ }","{ok}","11.5 kW"
"02-Jan-21 1:15:00 PM PST","{ }","{ok}","14.3 kW"
"02-Jan-21 1:30:00 PM PST","{ }","{ok}","12.9 kW"
"02-Jan-21 1:45:00 PM PST","{ }","{ok}","11.4 kW"
"02-Jan-21 2:00:00 PM PST","{ }","{ok}","11.4 kW"
"02-Jan-21 2:15:00 PM PST","{ }","{ok}","14.5 kW"
"02-Jan-21 2:30:00 PM PST","{ }","{ok}","13.0 kW"
"02-Jan-21 2:45:00 PM PST","{ }","{ok}","15.6 kW"
"02-Jan-21 3:00:00 PM PST","{ }","{ok}","12.9 kW"
"02-Jan-21 3:15:00 PM PST","{ }","{ok}","12.2 kW"
"02-Jan-21 3:30:00 PM PST","{ }","{ok}","12.2 kW"
"02-Jan-21 3:45:00 PM PST","{ }","{ok}","12.1 kW"
"02-Jan-21 4:00:00 PM PST","{ }","{ok}","10.6 kW"
"02-Jan-21 4:15:00 PM PST","{ }","{ok}","15.7 kW"
"02-Jan-21 4:30:00 PM PST","{ }","{ok}","12.8 kW"
"02-Jan-21 4:45:00 PM PST","{ }","{ok}","14.0 kW"
"02-Jan-21 5:00:00 PM PST","{ }","{ok}","26.8 kW"
"02-Jan-21 5:15:00 PM PST","{ }","{ok}","28.5 kW"
"02-Jan-21 5:30:00 PM PST","{ }","{ok}","27.0 kW"
"02-Jan-21 5:45:00 PM PST","{ }","{ok}","27.3 kW"
"02-Jan-21 6:00:00 PM PST","{ }","{ok}","24.5 kW"
"02-Jan-21 6:15:00 PM PST","{ }","{ok}","24.2 kW"
"02-Jan-21 6:30:00 PM PST","{ }","{ok}","24.3 kW"
"02-Jan-21 6:45:00 PM PST","{ }","{ok}","21.5 kW"
"02-Jan-21 7:00:00 PM PST","{ }","{ok}","26.0 kW"
"02-Jan-21 7:15:00 PM PST","{ }","{ok}","24.5 kW"
"02-Jan-21 7:30:00 PM PST","{ }","{ok}","21.8 kW"
"02-Jan-21 7:45:00 PM PST","{ }","{ok}","23.2 kW"
"02-Jan-21 8:00:00 PM PST","{ }","{ok}","23.2 kW"
"02-Jan-21 8:15:00 PM PST","{ }","{ok}","26.1 kW"
"02-Jan-21 8:30:00 PM PST","{ }","{ok}","24.6 kW"
"02-Jan-21 8:45:00 PM PST","{ }","{ok}","28.5 kW"
"02-Jan-21 9:00:00 PM PST","{ }","{ok}","30.1 kW"
"02-Jan-21 9:15:00 PM PST","{ }","{ok}","28.9 kW"
"02-Jan-21 9:30:00 PM PST","{ }","{ok}","27.6 kW"
"02-Jan-21 9:45:00 PM PST","{ }","{ok}","27.5 kW"
"02-Jan-21 10:00:00 PM PST","{ }","{ok}","26.5 kW"
"02-Jan-21 10:15:00 PM PST","{ }","{ok}","25.0 kW"
"02-Jan-21 10:30:00 PM PST","{ }","{ok}","24.9 kW"
"02-Jan-21 10:45:00 PM PST","{ }","{ok}","23.6 kW"
"02-Jan-21 11:00:00 PM PST","{ }","{ok}","23.8 kW"
"02-Jan-21 11:15:00 PM PST","{ }","{ok}","23.7 kW"
"02-Jan-21 11:30:00 PM PST","{ }","{ok}","24.5 kW"
"02-Jan-21 11:45:00 PM PST","{ }","{ok}","25.9 kW"
"03-Jan-21 12:00:00 AM PST","{ }","{ok}","23.7 kW"
"03-Jan-21 12:15:00 AM PST","{ }","{ok}","23.4 kW"
"03-Jan-21 12:30:00 AM PST","{ }","{ok}","23.4 kW"
"03-Jan-21 12:45:00 AM PST","{ }","{ok}","23.4 kW"
"03-Jan-21 1:00:00 AM PST","{ }","{ok}","23.6 kW"
"03-Jan-21 1:15:00 AM PST","{ }","{ok}","24.6 kW"
"03-Jan-21 1:30:00 AM PST","{ }","{ok}","22.8 kW"
"03-Jan-21 1:45:00 AM PST","{ }","{ok}","23.0 kW"
"03-Jan-21 2:00:00 AM PST","{ }","{ok}","24.5 kW"
"03-Jan-21 2:15:00 AM PST","{ }","{ok}","22.8 kW"
"03-Jan-21 2:30:00 AM PST","{ }","{ok}","23.0 kW"
"03-Jan-21 2:45:00 AM PST","{ }","{ok}","24.5 kW"
"03-Jan-21 3:00:00 AM PST","{ }","{ok}","22.9 kW"
"03-Jan-21 3:15:00 AM PST","{ }","{ok}","22.9 kW"
"03-Jan-21 3:30:00 AM PST","{ }","{ok}","24.2 kW"
"03-Jan-21 3:45:00 AM PST","{ }","{ok}","22.5 kW"
"03-Jan-21 4:00:00 AM PST","{ }","{ok}","23.0 kW"
"03-Jan-21 4:15:00 AM PST","{ }","{ok}","26.7 kW"
"03-Jan-21 4:30:00 AM PST","{ }","{ok}","22.7 kW"
"03-Jan-21 4:45:00 AM PST","{ }","{ok}","22.7 kW"
"03-Jan-21 5:00:00 AM PST","{ }","{ok}","24.2 kW"
"03-Jan-21 5:15:00 AM PST","{ }","{ok}","21.0 kW"
"03-Jan-21 5:30:00 AM PST","{ }","{ok}","22.5 kW"
"03-Jan-21 5:45:00 AM PST","{ }","{ok}","22.6 kW"
"03-Jan-21 6:00:00 AM PST","{ }","{ok}","23.0 kW"
"03-Jan-21 6:15:00 AM PST","{ }","{ok}","22.6 kW"
"03-Jan-21 6:30:00 AM PST","{ }","{ok}","22.7 kW"
"03-Jan-21 6:45:00 AM PST","{ }","{ok}","24.1 kW"
"03-Jan-21 7:00:00 AM PST","{ }","{ok}","22.6 kW"
"03-Jan-21 7:15:00 AM PST","{ }","{ok}","22.7 kW"
"03-Jan-21 7:30:00 AM PST","{ }","{ok}","25.2 kW"
"03-Jan-21 7:45:00 AM PST","{ }","{ok}","22.8 kW"
"03-Jan-21 8:00:00 AM PST","{ }","{ok}","24.1 kW"
"03-Jan-21 8:15:00 AM PST","{ }","{ok}","14.6 kW"
"03-Jan-21 8:30:00 AM PST","{ }","{ok}","12.9 kW"
"03-Jan-21 8:45:00 AM PST","{ }","{ok}","11.4 kW"
"03-Jan-21 9:00:00 AM PST","{ }","{ok}","11.4 kW"
"03-Jan-21 9:15:00 AM PST","{ }","{ok}","13.1 kW"
"03-Jan-21 9:30:00 AM PST","{ }","{ok}","11.4 kW"
"03-Jan-21 9:45:00 AM PST","{ }","{ok}","11.6 kW"
"03-Jan-21 10:00:00 AM PST","{ }","{ok}","11.4 kW"
"03-Jan-21 10:15:00 AM PST","{ }","{ok}","13.1 kW"
"03-Jan-21 10:30:00 AM PST","{ }","{ok}","14.2 kW"
"03-Jan-21 10:45:00 AM PST","{ }","{ok}","14.2 kW"
"03-Jan-21 11:00:00 AM PST","{ }","{ok}","14.1 kW"
"03-Jan-21 11:15:00 AM PST","{ }","{ok}","15.7 kW"
"03-Jan-21 11:30:00 AM PST","{ }","{ok}","14.0 kW"
"03-Jan-21 11:45:00 AM PST","{ }","{ok}","14.1 kW"
"03-Jan-21 12:00:00 PM PST","{ }","{ok}","14.0 kW"
"03-Jan-21 12:15:00 PM PST","{ }","{ok}","17.1 kW"
"03-Jan-21 12:30:00 PM PST","{ }","{ok}","14.3 kW"
"03-Jan-21 12:45:00 PM PST","{ }","{ok}","17.1 kW"
"03-Jan-21 1:00:00 PM PST","{ }","{ok}","17.3 kW"
"03-Jan-21 1:15:00 PM PST","{ }","{ok}","17.1 kW"
"03-Jan-21 1:30:00 PM PST","{ }","{ok}","18.6 kW"
"03-Jan-21 1:45:00 PM PST","{ }","{ok}","14.2 kW"
"03-Jan-21 2:00:00 PM PST","{ }","{ok}","14.2 kW"
"03-Jan-21 2:15:00 PM PST","{ }","{ok}","11.4 kW"
"03-Jan-21 2:30:00 PM PST","{ }","{ok}","11.5 kW"
"03-Jan-21 2:45:00 PM PST","{ }","{ok}","10.5 kW"
"03-Jan-21 3:00:00 PM PST","{ }","{ok}","10.6 kW"
"03-Jan-21 3:15:00 PM PST","{ }","{ok}","10.6 kW"
"03-Jan-21 3:30:00 PM PST","{ }","{ok}","10.7 kW"
"03-Jan-21 3:45:00 PM PST","{ }","{ok}","10.7 kW"
"03-Jan-21 4:00:00 PM PST","{ }","{ok}","13.3 kW"
"03-Jan-21 4:15:00 PM PST","{ }","{ok}","13.2 kW"
"03-Jan-21 4:30:00 PM PST","{ }","{ok}","13.3 kW"
"03-Jan-21 4:45:00 PM PST","{ }","{ok}","14.9 kW"
"03-Jan-21 5:00:00 PM PST","{ }","{ok}","15.0 kW"
"03-Jan-21 5:15:00 PM PST","{ }","{ok}","25.3 kW"
"03-Jan-21 5:30:00 PM PST","{ }","{ok}","27.4 kW"
"03-Jan-21 5:45:00 PM PST","{ }","{ok}","31.2 kW"
"03-Jan-21 6:00:00 PM PST","{ }","{ok}","30.1 kW"
"03-Jan-21 6:15:00 PM PST","{ }","{ok}","27.2 kW"
"03-Jan-21 6:30:00 PM PST","{ }","{ok}","28.7 kW"
"03-Jan-21 6:45:00 PM PST","{ }","{ok}","27.2 kW"
"03-Jan-21 7:00:00 PM PST","{ }","{ok}","27.6 kW"
"03-Jan-21 7:15:00 PM PST","{ }","{ok}","25.8 kW"
"03-Jan-21 7:30:00 PM PST","{ }","{ok}","25.8 kW"
"03-Jan-21 7:45:00 PM PST","{ }","{ok}","25.8 kW"
"03-Jan-21 8:00:00 PM PST","{ }","{ok}","25.6 kW"
"03-Jan-21 8:15:00 PM PST","{ }","{ok}","25.8 kW"
"03-Jan-21 8:30:00 PM PST","{ }","{ok}","25.8 kW"
"03-Jan-21 8:45:00 PM PST","{ }","{ok}","27.2 kW"
"03-Jan-21 9:00:00 PM PST","{ }","{ok}","26.7 kW"
"03-Jan-21 9:15:00 PM PST","{ }","{ok}","25.8 kW"
"03-Jan-21 9:30:00 PM PST","{ }","{ok}","28.1 kW"
"03-Jan-21 9:45:00 PM PST","{ }","{ok}","25.7 kW"
"03-Jan-21 10:00:00 PM PST","{ }","{ok}","25.6 kW"
"03-Jan-21 10:15:00 PM PST","{ }","{ok}","26.7 kW"
"03-Jan-21 10:30:00 PM PST","{ }","{ok}","27.3 kW"
"03-Jan-21 10:45:00 PM PST","{ }","{ok}","27.1 kW"
"03-Jan-21 11:00:00 PM PST","{ }","{ok}","25.1 kW"
"03-Jan-21 11:15:00 PM PST","{ }","{ok}","28.2 kW"
"03-Jan-21 11:30:00 PM PST","{ }","{ok}","27.0 kW"
"03-Jan-21 11:45:00 PM PST","{ }","{ok}","25.9 kW"
"04-Jan-21 12:00:00 AM PST","{ }","{ok}","30.3 kW"
"04-Jan-21 12:15:00 AM PST","{ }","{ok}","28.4 kW"
"04-Jan-21 12:30:00 AM PST","{ }","{ok}","28.8 kW"
"04-Jan-21 12:45:00 AM PST","{ }","{ok}","28.5 kW"
"04-Jan-21 1:00:00 AM PST","{ }","{ok}","26.3 kW"
"04-Jan-21 1:15:00 AM PST","{ }","{ok}","28.7 kW"
"04-Jan-21 1:30:00 AM PST","{ }","{ok}","29.4 kW"
"04-Jan-21 1:45:00 AM PST","{ }","{ok}","27.3 kW"
"04-Jan-21 2:00:00 AM PST","{ }","{ok}","27.5 kW"
"04-Jan-21 2:15:00 AM PST","{ }","{ok}","28.4 kW"
"04-Jan-21 2:30:00 AM PST","{ }","{ok}","28.7 kW"
"04-Jan-21 2:45:00 AM PST","{ }","{ok}","27.3 kW"
"04-Jan-21 3:00:00 AM PST","{ }","{ok}","30.0 kW"
"04-Jan-21 3:15:00 AM PST","{ }","{ok}","27.6 kW"
"04-Jan-21 3:30:00 AM PST","{ }","{ok}","24.8 kW"
"04-Jan-21 3:45:00 AM PST","{ }","{ok}","25.7 kW"
"04-Jan-21 4:00:00 AM PST","{ }","{ok}","24.4 kW"
"04-Jan-21 4:15:00 AM PST","{ }","{ok}","24.5 kW"
"04-Jan-21 4:30:00 AM PST","{ }","{ok}","24.5 kW"
"04-Jan-21 4:45:00 AM PST","{ }","{ok}","25.7 kW"
"04-Jan-21 5:00:00 AM PST","{ }","{ok}","25.9 kW"
"04-Jan-21 5:15:00 AM PST","{ }","{ok}","24.7 kW"
"04-Jan-21 5:30:00 AM PST","{ }","{ok}","24.8 kW"
"04-Jan-21 5:45:00 AM PST","{ }","{ok}","27.4 kW"
"04-Jan-21 6:00:00 AM PST","{ }","{ok}","24.7 kW"
"04-Jan-21 6:15:00 AM PST","{ }","{ok}","26.0 kW"
"04-Jan-21 6:30:00 AM PST","{ }","{ok}","27.2 kW"
"04-Jan-21 6:45:00 AM PST","{ }","{ok}","27.1 kW"
"04-Jan-21 7:00:00 AM PST","{ }","{ok}","27.3 kW"
"04-Jan-21 7:15:00 AM PST","{ }","{ok}","24.7 kW"
"04-Jan-21 7:30:00 AM PST","{ }","{ok}","27.5 kW"
"04-Jan-21 7:45:00 AM PST","{ }","{ok}","25.7 kW"
"04-Jan-21 8:00:00 AM PST","{ }","{ok}","25.0 kW"
"04-Jan-21 8:15:00 AM PST","{ }","{ok}","26.3 kW"
"04-Jan-21 8:30:00 AM PST","{ }","{ok}","14.7 kW"
"04-Jan-21 8:45:00 AM PST","{ }","{ok}","13.7 kW"
"04-Jan-21 9:00:00 AM PST","{ }","{ok}","13.5 kW"
"04-Jan-21 9:15:00 AM PST","{ }","{ok}","13.5 kW"
"04-Jan-21 9:30:00 AM PST","{ }","{ok}","13.6 kW"
"04-Jan-21 9:45:00 AM PST","{ }","{ok}","13.7 kW"
"04-Jan-21 10:00:00 AM PST","{ }","{ok}","9.3 kW"
"04-Jan-21 10:15:00 AM PST","{ }","{ok}","9.2 kW"
"04-Jan-21 10:30:00 AM PST","{ }","{ok}","7.8 kW"
"04-Jan-21 10:45:00 AM PST","{ }","{ok}","9.2 kW"
"04-Jan-21 11:00:00 AM PST","{ }","{ok}","9.1 kW"
"04-Jan-21 11:15:00 AM PST","{ }","{ok}","7.8 kW"
"04-Jan-21 11:30:00 AM PST","{ }","{ok}","10.8 kW"
"04-Jan-21 11:45:00 AM PST","{ }","{ok}","10.7 kW"
"04-Jan-21 12:00:00 PM PST","{ }","{ok}","10.7 kW"
"04-Jan-21 12:15:00 PM PST","{ }","{ok}","12.5 kW"
"04-Jan-21 12:30:00 PM PST","{ }","{ok}","10.9 kW"
"04-Jan-21 12:45:00 PM PST","{ }","{ok}","7.9 kW"
"04-Jan-21 1:00:00 PM PST","{ }","{ok}","9.5 kW"
"04-Jan-21 1:15:00 PM PST","{ }","{ok}","9.4 kW"
"04-Jan-21 1:30:00 PM PST","{ }","{ok}","10.9 kW"
"04-Jan-21 1:45:00 PM PST","{ }","{ok}","9.3 kW"
"04-Jan-21 2:00:00 PM PST","{ }","{ok}","7.8 kW"
"04-Jan-21 2:15:00 PM PST","{ }","{ok}","9.5 kW"
"04-Jan-21 2:30:00 PM PST","{ }","{ok}","9.4 kW"
"04-Jan-21 2:45:00 PM PST","{ }","{ok}","9.4 kW"
"04-Jan-21 3:00:00 PM PST","{ }","{ok}","12.3 kW"
"04-Jan-21 3:15:00 PM PST","{ }","{ok}","12.3 kW"
"04-Jan-21 3:30:00 PM PST","{ }","{ok}","12.1 kW"
"04-Jan-21 3:45:00 PM PST","{ }","{ok}","13.5 kW"
"04-Jan-21 4:00:00 PM PST","{ }","{ok}","13.6 kW"
"04-Jan-21 4:15:00 PM PST","{ }","{ok}","15.5 kW"
"04-Jan-21 4:30:00 PM PST","{ }","{ok}","12.3 kW"
"04-Jan-21 4:45:00 PM PST","{ }","{ok}","12.3 kW"
"04-Jan-21 5:00:00 PM PST","{ }","{ok}","12.2 kW"
"04-Jan-21 5:15:00 PM PST","{ }","{ok}","25.8 kW"
"04-Jan-21 5:30:00 PM PST","{ }","{ok}","25.5 kW"
"04-Jan-21 5:45:00 PM PST","{ }","{ok}","24.2 kW"
"04-Jan-21 6:00:00 PM PST","{ }","{ok}","23.3 kW"
"04-Jan-21 6:15:00 PM PST","{ }","{ok}","20.2 kW"
"04-Jan-21 6:30:00 PM PST","{ }","{ok}","20.2 kW"
"04-Jan-21 6:45:00 PM PST","{ }","{ok}","21.7 kW"
"04-Jan-21 7:00:00 PM PST","{ }","{ok}","23.4 kW"
"04-Jan-21 7:15:00 PM PST","{ }","{ok}","22.0 kW"
"04-Jan-21 7:30:00 PM PST","{ }","{ok}","22.2 kW"
"04-Jan-21 7:45:00 PM PST","{ }","{ok}","22.1 kW"
"04-Jan-21 8:00:00 PM PST","{ }","{ok}","21.7 kW"
"04-Jan-21 8:15:00 PM PST","{ }","{ok}","21.9 kW"
"04-Jan-21 8:30:00 PM PST","{ }","{ok}","21.7 kW"
"04-Jan-21 8:45:00 PM PST","{ }","{ok}","21.6 kW"
"04-Jan-21 9:00:00 PM PST","{ }","{ok}","22.8 kW"
"04-Jan-21 9:15:00 PM PST","{ }","{ok}","21.6 kW"
