,power,day,time,month,hour,weekday,year,holiday,pv,bldg
2021-01-01 00:00:00,3.5,01/01/21,00:00,1.0,0.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 00:15:00,3.5,01/01/21,00:15,1.0,0.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 00:30:00,3.5,01/01/21,00:30,1.0,0.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 00:45:00,3.5,01/01/21,00:45,1.0,0.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 01:00:00,3.5,01/01/21,01:00,1.0,1.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 01:15:00,3.5,01/01/21,01:15,1.0,1.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 01:30:00,3.5,01/01/21,01:30,1.0,1.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 01:45:00,3.5,01/01/21,01:45,1.0,1.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 02:00:00,3.5,01/01/21,02:00,1.0,2.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 02:15:00,3.5,01/01/21,02:15,1.0,2.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 02:30:00,3.5,01/01/21,02:30,1.0,2.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 02:45:00,3.6,01/01/21,02:45,1.0,2.0,4.0,2021.0,1.0,0.0,3.6
2021-01-01 03:00:00,3.5,01/01/21,03:00,1.0,3.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 03:15:00,3.5,01/01/21,03:15,1.0,3.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 03:30:00,3.5,01/01/21,03:30,1.0,3.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 03:45:00,3.5,01/01/21,03:45,1.0,3.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 04:00:00,3.6,01/01/21,04:00,1.0,4.0,4.0,2021.0,1.0,0.0,3.6
2021-01-01 04:15:00,3.5,01/01/21,04:15,1.0,4.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 04:30:00,3.6,01/01/21,04:30,1.0,4.0,4.0,2021.0,1.0,0.0,3.6
2021-01-01 04:45:00,3.5,01/01/21,04:45,1.0,4.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 05:00:00,3.5,01/01/21,05:00,1.0,5.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 05:15:00,3.5,01/01/21,05:15,1.0,5.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 05:30:00,3.5,01/01/21,05:30,1.0,5.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 05:45:00,3.5,01/01/21,05:45,1.0,5.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 06:00:00,3.5,01/01/21,06:00,1.0,6.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 06:15:00,3.5,01/01/21,06:15,1.0,6.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 06:30:00,3.6,01/01/21,06:30,1.0,6.0,4.0,2021.0,1.0,0.0,3.6
2021-01-01 06:45:00,3.5,01/01/21,06:45,1.0,6.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 07:00:00,3.5,01/01/21,07:00,1.0,7.0,4.0,2021.0,1.0,0.0,3.5
2021-01-01 07:15:00,31.0,01/01/21,07:15,1.0,7.0,4.0,2021.0,1.0,1820.63525,32.82063525
2021-01-01 07:30:00,31.0,01/01/21,07:30,1.0,7.0,4.0,2021.0,1.0,3641.2705,34.6412705
2021-01-01 07:45:00,30.3,01/01/21,07:45,1.0,7.0,4.0,2021.0,1.0,5461.90575,35.76190575
2021-01-01 08:00:00,29.4,01/01/21,08:00,1.0,8.0,4.0,2021.0,1.0,7282.541,36.682541
2021-01-01 08:15:00,29.7,01/01/21,08:15,1.0,8.0,4.0,2021.0,1.0,9040.76375,38.74076375
2021-01-01 08:30:00,29.8,01/01/21,08:30,1.0,8.0,4.0,2021.0,1.0,10798.9865,40.5989865
2021-01-01 08:45:00,30.3,01/01/21,08:45,1.0,8.0,4.0,2021.0,1.0,12557.20925,42.85720925
2021-01-01 09:00:00,5.3,01/01/21,09:00,1.0,9.0,4.0,2021.0,1.0,14315.432,19.615432000000002
2021-01-01 09:15:00,29.6,01/01/21,09:15,1.0,9.0,4.0,2021.0,1.0,15507.25675,45.107256750000005
2021-01-01 09:30:00,5.2,01/01/21,09:30,1.0,9.0,4.0,2021.0,1.0,16699.0815,21.8990815
2021-01-01 09:45:00,30.2,01/01/21,09:45,1.0,9.0,4.0,2021.0,1.0,17890.90625,48.09090625
2021-01-01 10:00:00,5.1,01/01/21,10:00,1.0,10.0,4.0,2021.0,1.0,19082.731,24.182730999999997
2021-01-01 10:15:00,29.7,01/01/21,10:15,1.0,10.0,4.0,2021.0,1.0,19729.483,49.429483000000005
2021-01-01 10:30:00,30.1,01/01/21,10:30,1.0,10.0,4.0,2021.0,1.0,20376.235,50.476235
2021-01-01 10:45:00,30.2,01/01/21,10:45,1.0,10.0,4.0,2021.0,1.0,21022.987,51.222987
2021-01-01 11:00:00,30.0,01/01/21,11:00,1.0,11.0,4.0,2021.0,1.0,21669.739,51.669739
2021-01-01 11:15:00,29.9,01/01/21,11:15,1.0,11.0,4.0,2021.0,1.0,21800.899,51.700899
2021-01-01 11:30:00,29.2,01/01/21,11:30,1.0,11.0,4.0,2021.0,1.0,21932.059,51.132059
2021-01-01 11:45:00,5.8,01/01/21,11:45,1.0,11.0,4.0,2021.0,1.0,22063.219,27.863219
2021-01-01 12:00:00,2.8,01/01/21,12:00,1.0,12.0,4.0,2021.0,1.0,22194.379,24.994379000000002
2021-01-01 12:15:00,5.2,01/01/21,12:15,1.0,12.0,4.0,2021.0,1.0,21727.771500000003,26.927771500000002
2021-01-01 12:30:00,5.2,01/01/21,12:30,1.0,12.0,4.0,2021.0,1.0,21261.164,26.461164
2021-01-01 12:45:00,5.2,01/01/21,12:45,1.0,12.0,4.0,2021.0,1.0,20794.5565,25.994556499999998
2021-01-01 13:00:00,6.2,01/01/21,13:00,1.0,13.0,4.0,2021.0,1.0,20327.949,26.527949
2021-01-01 13:15:00,6.3,01/01/21,13:15,1.0,13.0,4.0,2021.0,1.0,19375.17925,25.675179250000003
2021-01-01 13:30:00,29.9,01/01/21,13:30,1.0,13.0,4.0,2021.0,1.0,18422.4095,48.3224095
2021-01-01 13:45:00,5.1,01/01/21,13:45,1.0,13.0,4.0,2021.0,1.0,17469.639750000002,22.56963975
2021-01-01 14:00:00,5.3,01/01/21,14:00,1.0,14.0,4.0,2021.0,1.0,16516.87,21.816869999999998
2021-01-01 14:15:00,5.2,01/01/21,14:15,1.0,14.0,4.0,2021.0,1.0,15012.6235,20.2126235
2021-01-01 14:30:00,5.3,01/01/21,14:30,1.0,14.0,4.0,2021.0,1.0,13508.377,18.808377
2021-01-01 14:45:00,5.3,01/01/21,14:45,1.0,14.0,4.0,2021.0,1.0,12004.1305,17.3041305
2021-01-01 15:00:00,5.1,01/01/21,15:00,1.0,15.0,4.0,2021.0,1.0,10499.884,15.599884
2021-01-01 15:15:00,31.1,01/01/21,15:15,1.0,15.0,4.0,2021.0,1.0,8401.02325,39.50102325
2021-01-01 15:30:00,29.7,01/01/21,15:30,1.0,15.0,4.0,2021.0,1.0,6302.1625,36.0021625
2021-01-01 15:45:00,2.8,01/01/21,15:45,1.0,15.0,4.0,2021.0,1.0,4203.30175,7.003301749999999
2021-01-01 16:00:00,5.3,01/01/21,16:00,1.0,16.0,4.0,2021.0,1.0,2104.441,7.404441
2021-01-01 16:15:00,29.9,01/01/21,16:15,1.0,16.0,4.0,2021.0,1.0,1578.3307499999999,31.478330749999998
2021-01-01 16:30:00,5.2,01/01/21,16:30,1.0,16.0,4.0,2021.0,1.0,1052.2205,6.2522205
2021-01-01 16:45:00,5.2,01/01/21,16:45,1.0,16.0,4.0,2021.0,1.0,526.11025,5.7261102500000005
2021-01-01 17:00:00,2.8,01/01/21,17:00,1.0,17.0,4.0,2021.0,1.0,0.0,2.8
2021-01-01 17:15:00,6.3,01/01/21,17:15,1.0,17.0,4.0,2021.0,1.0,0.0,6.3
2021-01-01 17:30:00,30.8,01/01/21,17:30,1.0,17.0,4.0,2021.0,1.0,0.0,30.8
2021-01-01 17:45:00,6.2,01/01/21,17:45,1.0,17.0,4.0,2021.0,1.0,0.0,6.2
2021-01-01 18:00:00,30.8,01/01/21,18:00,1.0,18.0,4.0,2021.0,1.0,0.0,30.8
2021-01-01 18:15:00,3.8,01/01/21,18:15,1.0,18.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 18:30:00,5.1,01/01/21,18:30,1.0,18.0,4.0,2021.0,1.0,0.0,5.1
2021-01-01 18:45:00,3.7,01/01/21,18:45,1.0,18.0,4.0,2021.0,1.0,0.0,3.7
2021-01-01 19:00:00,3.8,01/01/21,19:00,1.0,19.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 19:15:00,3.7,01/01/21,19:15,1.0,19.0,4.0,2021.0,1.0,0.0,3.7
2021-01-01 19:30:00,3.8,01/01/21,19:30,1.0,19.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 19:45:00,3.7,01/01/21,19:45,1.0,19.0,4.0,2021.0,1.0,0.0,3.7
2021-01-01 20:00:00,3.7,01/01/21,20:00,1.0,20.0,4.0,2021.0,1.0,0.0,3.7
2021-01-01 20:15:00,3.8,01/01/21,20:15,1.0,20.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 20:30:00,3.8,01/01/21,20:30,1.0,20.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 20:45:00,5.1,01/01/21,20:45,1.0,20.0,4.0,2021.0,1.0,0.0,5.1
2021-01-01 21:00:00,3.7,01/01/21,21:00,1.0,21.0,4.0,2021.0,1.0,0.0,3.7
2021-01-01 21:15:00,3.7,01/01/21,21:15,1.0,21.0,4.0,2021.0,1.0,0.0,3.7
2021-01-01 21:30:00,3.7,01/01/21,21:30,1.0,21.0,4.0,2021.0,1.0,0.0,3.7
2021-01-01 21:45:00,3.8,01/01/21,21:45,1.0,21.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 22:00:00,3.8,01/01/21,22:00,1.0,22.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 22:15:00,3.8,01/01/21,22:15,1.0,22.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 22:30:00,4.0,01/01/21,22:30,1.0,22.0,4.0,2021.0,1.0,0.0,4.0
2021-01-01 22:45:00,3.8,01/01/21,22:45,1.0,22.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 23:00:00,3.8,01/01/21,23:00,1.0,23.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 23:15:00,3.8,01/01/21,23:15,1.0,23.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 23:30:00,3.8,01/01/21,23:30,1.0,23.0,4.0,2021.0,1.0,0.0,3.8
2021-01-01 23:45:00,3.8,01/01/21,23:45,1.0,23.0,4.0,2021.0,1.0,0.0,3.8
2021-01-02 00:00:00,3.8,01/02/21,00:00,1.0,0.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 00:15:00,3.8,01/02/21,00:15,1.0,0.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 00:30:00,3.8,01/02/21,00:30,1.0,0.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 00:45:00,3.8,01/02/21,00:45,1.0,0.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 01:00:00,3.8,01/02/21,01:00,1.0,1.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 01:15:00,3.8,01/02/21,01:15,1.0,1.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 01:30:00,3.8,01/02/21,01:30,1.0,1.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 01:45:00,3.8,01/02/21,01:45,1.0,1.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 02:00:00,3.7,01/02/21,02:00,1.0,2.0,5.0,2021.0,0.0,0.0,3.7
2021-01-02 02:15:00,3.8,01/02/21,02:15,1.0,2.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 02:30:00,3.8,01/02/21,02:30,1.0,2.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 02:45:00,3.8,01/02/21,02:45,1.0,2.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 03:00:00,3.8,01/02/21,03:00,1.0,3.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 03:15:00,3.7,01/02/21,03:15,1.0,3.0,5.0,2021.0,0.0,0.0,3.7
2021-01-02 03:30:00,3.8,01/02/21,03:30,1.0,3.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 03:45:00,3.7,01/02/21,03:45,1.0,3.0,5.0,2021.0,0.0,0.0,3.7
2021-01-02 04:00:00,3.8,01/02/21,04:00,1.0,4.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 04:15:00,3.8,01/02/21,04:15,1.0,4.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 04:30:00,3.8,01/02/21,04:30,1.0,4.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 04:45:00,3.8,01/02/21,04:45,1.0,4.0,5.0,2021.0,0.0,0.0,3.8
2021-01-02 05:00:00,3.7,01/02/21,05:00,1.0,5.0,5.0,2021.0,0.0,0.0,3.7
2021-01-02 05:15:00,3.6,01/02/21,05:15,1.0,5.0,5.0,2021.0,0.0,0.0,3.6
2021-01-02 05:30:00,3.6,01/02/21,05:30,1.0,5.0,5.0,2021.0,0.0,0.0,3.6
2021-01-02 05:45:00,3.5,01/02/21,05:45,1.0,5.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 06:00:00,3.7,01/02/21,06:00,1.0,6.0,5.0,2021.0,0.0,0.0,3.7
2021-01-02 06:15:00,3.5,01/02/21,06:15,1.0,6.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 06:30:00,3.5,01/02/21,06:30,1.0,6.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 06:45:00,3.6,01/02/21,06:45,1.0,6.0,5.0,2021.0,0.0,0.0,3.6
2021-01-02 07:00:00,3.5,01/02/21,07:00,1.0,7.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 07:15:00,31.2,01/02/21,07:15,1.0,7.0,5.0,2021.0,0.0,77.34375,31.27734375
2021-01-02 07:30:00,31.1,01/02/21,07:30,1.0,7.0,5.0,2021.0,0.0,154.6875,31.254687500000003
2021-01-02 07:45:00,31.1,01/02/21,07:45,1.0,7.0,5.0,2021.0,0.0,232.03125,31.33203125
2021-01-02 08:00:00,30.4,01/02/21,08:00,1.0,8.0,5.0,2021.0,0.0,309.375,30.709374999999998
2021-01-02 08:15:00,29.8,01/02/21,08:15,1.0,8.0,5.0,2021.0,0.0,457.26475,30.25726475
2021-01-02 08:30:00,5.3,01/02/21,08:30,1.0,8.0,5.0,2021.0,0.0,605.1545,5.9051545
2021-01-02 08:45:00,5.3,01/02/21,08:45,1.0,8.0,5.0,2021.0,0.0,753.0442499999999,6.05304425
2021-01-02 09:00:00,5.3,01/02/21,09:00,1.0,9.0,5.0,2021.0,0.0,900.934,6.200934
2021-01-02 09:15:00,5.4,01/02/21,09:15,1.0,9.0,5.0,2021.0,0.0,3631.2065,9.0312065
2021-01-02 09:30:00,29.7,01/02/21,09:30,1.0,9.0,5.0,2021.0,0.0,6361.478999999999,36.061479
2021-01-02 09:45:00,5.4,01/02/21,09:45,1.0,9.0,5.0,2021.0,0.0,9091.7515,14.491751500000001
2021-01-02 10:00:00,30.4,01/02/21,10:00,1.0,10.0,5.0,2021.0,0.0,11822.024,42.222024
2021-01-02 10:15:00,2.8,01/02/21,10:15,1.0,10.0,5.0,2021.0,0.0,11277.09925,14.07709925
2021-01-02 10:30:00,29.7,01/02/21,10:30,1.0,10.0,5.0,2021.0,0.0,10732.174500000001,40.4321745
2021-01-02 10:45:00,29.4,01/02/21,10:45,1.0,10.0,5.0,2021.0,0.0,10187.24975,39.58724975
2021-01-02 11:00:00,5.3,01/02/21,11:00,1.0,11.0,5.0,2021.0,0.0,9642.325,14.942325
2021-01-02 11:15:00,5.3,01/02/21,11:15,1.0,11.0,5.0,2021.0,0.0,9991.075,15.291075
2021-01-02 11:30:00,5.3,01/02/21,11:30,1.0,11.0,5.0,2021.0,0.0,10339.825,15.639825000000002
2021-01-02 11:45:00,6.6,01/02/21,11:45,1.0,11.0,5.0,2021.0,0.0,10688.575,17.288575
2021-01-02 12:00:00,2.8,01/02/21,12:00,1.0,12.0,5.0,2021.0,0.0,11037.325,13.837325
2021-01-02 12:15:00,5.3,01/02/21,12:15,1.0,12.0,5.0,2021.0,0.0,11532.313000000002,16.832313000000003
2021-01-02 12:30:00,4.7,01/02/21,12:30,1.0,12.0,5.0,2021.0,0.0,12027.301,16.727301
2021-01-02 12:45:00,30.0,01/02/21,12:45,1.0,12.0,5.0,2021.0,0.0,12522.289,42.522289
2021-01-02 13:00:00,6.6,01/02/21,13:00,1.0,13.0,5.0,2021.0,0.0,13017.277,19.617277
2021-01-02 13:15:00,2.8,01/02/21,13:15,1.0,13.0,5.0,2021.0,0.0,12095.3375,14.8953375
2021-01-02 13:30:00,5.3,01/02/21,13:30,1.0,13.0,5.0,2021.0,0.0,11173.398000000001,16.473398
2021-01-02 13:45:00,29.3,01/02/21,13:45,1.0,13.0,5.0,2021.0,0.0,10251.4585,39.5514585
2021-01-02 14:00:00,29.9,01/02/21,14:00,1.0,14.0,5.0,2021.0,0.0,9329.519,39.229518999999996
2021-01-02 14:15:00,31.2,01/02/21,14:15,1.0,14.0,5.0,2021.0,0.0,8362.03725,39.56203725
2021-01-02 14:30:00,4.6,01/02/21,14:30,1.0,14.0,5.0,2021.0,0.0,7394.5555,11.9945555
2021-01-02 14:45:00,5.3,01/02/21,14:45,1.0,14.0,5.0,2021.0,0.0,6427.07375,11.727073749999999
2021-01-02 15:00:00,29.4,01/02/21,15:00,1.0,15.0,5.0,2021.0,0.0,5459.592,34.859592
2021-01-02 15:15:00,30.0,01/02/21,15:15,1.0,15.0,5.0,2021.0,0.0,4297.88625,34.29788625
2021-01-02 15:30:00,30.0,01/02/21,15:30,1.0,15.0,5.0,2021.0,0.0,3136.1805,33.1361805
2021-01-02 15:45:00,29.3,01/02/21,15:45,1.0,15.0,5.0,2021.0,0.0,1974.4747499999999,31.27447475
2021-01-02 16:00:00,5.3,01/02/21,16:00,1.0,16.0,5.0,2021.0,0.0,812.769,6.112769
2021-01-02 16:15:00,29.5,01/02/21,16:15,1.0,16.0,5.0,2021.0,0.0,609.57675,30.10957675
2021-01-02 16:30:00,29.9,01/02/21,16:30,1.0,16.0,5.0,2021.0,0.0,406.3845,30.3063845
2021-01-02 16:45:00,29.9,01/02/21,16:45,1.0,16.0,5.0,2021.0,0.0,203.19225,30.10319225
2021-01-02 17:00:00,29.8,01/02/21,17:00,1.0,17.0,5.0,2021.0,0.0,0.0,29.8
2021-01-02 17:15:00,6.1,01/02/21,17:15,1.0,17.0,5.0,2021.0,0.0,0.0,6.1
2021-01-02 17:30:00,30.6,01/02/21,17:30,1.0,17.0,5.0,2021.0,0.0,0.0,30.6
2021-01-02 17:45:00,30.6,01/02/21,17:45,1.0,17.0,5.0,2021.0,0.0,0.0,30.6
2021-01-02 18:00:00,30.6,01/02/21,18:00,1.0,18.0,5.0,2021.0,0.0,0.0,30.6
2021-01-02 18:15:00,3.3,01/02/21,18:15,1.0,18.0,5.0,2021.0,0.0,0.0,3.3
2021-01-02 18:30:00,3.6,01/02/21,18:30,1.0,18.0,5.0,2021.0,0.0,0.0,3.6
2021-01-02 18:45:00,3.6,01/02/21,18:45,1.0,18.0,5.0,2021.0,0.0,0.0,3.6
2021-01-02 19:00:00,3.5,01/02/21,19:00,1.0,19.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 19:15:00,3.5,01/02/21,19:15,1.0,19.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 19:30:00,3.5,01/02/21,19:30,1.0,19.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 19:45:00,2.9,01/02/21,19:45,1.0,19.0,5.0,2021.0,0.0,0.0,2.9
2021-01-02 20:00:00,3.7,01/02/21,20:00,1.0,20.0,5.0,2021.0,0.0,0.0,3.7
2021-01-02 20:15:00,3.5,01/02/21,20:15,1.0,20.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 20:30:00,3.5,01/02/21,20:30,1.0,20.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 20:45:00,3.5,01/02/21,20:45,1.0,20.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 21:00:00,3.6,01/02/21,21:00,1.0,21.0,5.0,2021.0,0.0,0.0,3.6
2021-01-02 21:15:00,3.5,01/02/21,21:15,1.0,21.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 21:30:00,2.9,01/02/21,21:30,1.0,21.0,5.0,2021.0,0.0,0.0,2.9
2021-01-02 21:45:00,3.5,01/02/21,21:45,1.0,21.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 22:00:00,3.5,01/02/21,22:00,1.0,22.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 22:15:00,3.6,01/02/21,22:15,1.0,22.0,5.0,2021.0,0.0,0.0,3.6
2021-01-02 22:30:00,2.9,01/02/21,22:30,1.0,22.0,5.0,2021.0,0.0,0.0,2.9
2021-01-02 22:45:00,3.5,01/02/21,22:45,1.0,22.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 23:00:00,3.5,01/02/21,23:00,1.0,23.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 23:15:00,3.5,01/02/21,23:15,1.0,23.0,5.0,2021.0,0.0,0.0,3.5
2021-01-02 23:30:00,3.6,01/02/21,23:30,1.0,23.0,5.0,2021.0,0.0,0.0,3.6
2021-01-02 23:45:00,3.5,01/02/21,23:45,1.0,23.0,5.0,2021.0,0.0,0.0,3.5
2021-01-03 00:00:00,3.6,01/03/21,00:00,1.0,0.0,6.0,2021.0,0.0,0.0,3.6
2021-01-03 00:15:00,3.6,01/03/21,00:15,1.0,0.0,6.0,2021.0,0.0,0.0,3.6
2021-01-03 00:30:00,3.5,01/03/21,00:30,1.0,0.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 00:45:00,3.6,01/03/21,00:45,1.0,0.0,6.0,2021.0,0.0,0.0,3.6
2021-01-03 01:00:00,3.5,01/03/21,01:00,1.0,1.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 01:15:00,3.5,01/03/21,01:15,1.0,1.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 01:30:00,3.5,01/03/21,01:30,1.0,1.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 01:45:00,2.9,01/03/21,01:45,1.0,1.0,6.0,2021.0,0.0,0.0,2.9
2021-01-03 02:00:00,3.6,01/03/21,02:00,1.0,2.0,6.0,2021.0,0.0,0.0,3.6
2021-01-03 02:15:00,3.5,01/03/21,02:15,1.0,2.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 02:30:00,3.5,01/03/21,02:30,1.0,2.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 02:45:00,3.6,01/03/21,02:45,1.0,2.0,6.0,2021.0,0.0,0.0,3.6
2021-01-03 03:00:00,3.5,01/03/21,03:00,1.0,3.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 03:15:00,3.5,01/03/21,03:15,1.0,3.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 03:30:00,3.5,01/03/21,03:30,1.0,3.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 03:45:00,3.5,01/03/21,03:45,1.0,3.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 04:00:00,3.5,01/03/21,04:00,1.0,4.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 04:15:00,3.5,01/03/21,04:15,1.0,4.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 04:30:00,3.6,01/03/21,04:30,1.0,4.0,6.0,2021.0,0.0,0.0,3.6
2021-01-03 04:45:00,4.8,01/03/21,04:45,1.0,4.0,6.0,2021.0,0.0,0.0,4.8
2021-01-03 05:00:00,3.5,01/03/21,05:00,1.0,5.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 05:15:00,3.5,01/03/21,05:15,1.0,5.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 05:30:00,3.5,01/03/21,05:30,1.0,5.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 05:45:00,3.6,01/03/21,05:45,1.0,5.0,6.0,2021.0,0.0,0.0,3.6
2021-01-03 06:00:00,3.5,01/03/21,06:00,1.0,6.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 06:15:00,3.6,01/03/21,06:15,1.0,6.0,6.0,2021.0,0.0,0.0,3.6
2021-01-03 06:30:00,3.5,01/03/21,06:30,1.0,6.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 06:45:00,3.5,01/03/21,06:45,1.0,6.0,6.0,2021.0,0.0,0.0,3.5
2021-01-03 07:00:00,3.6,01/03/21,07:00,1.0,7.0,6.0,2021.0,0.0,0.0,3.6
2021-01-03 07:15:00,30.6,01/03/21,07:15,1.0,7.0,6.0,2021.0,0.0,436.834,31.036834000000002
2021-01-03 07:30:00,30.6,01/03/21,07:30,1.0,7.0,6.0,2021.0,0.0,873.668,31.473668
2021-01-03 07:45:00,6.1,01/03/21,07:45,1.0,7.0,6.0,2021.0,0.0,1310.502,7.410501999999999
2021-01-03 08:00:00,6.0,01/03/21,08:00,1.0,8.0,6.0,2021.0,0.0,1747.336,7.747336
2021-01-03 08:15:00,5.3,01/03/21,08:15,1.0,8.0,6.0,2021.0,0.0,2380.74525,7.680745249999999
2021-01-03 08:30:00,30.0,01/03/21,08:30,1.0,8.0,6.0,2021.0,0.0,3014.1545,33.014154500000004
2021-01-03 08:45:00,5.3,01/03/21,08:45,1.0,8.0,6.0,2021.0,0.0,3647.56375,8.94756375
2021-01-03 09:00:00,30.6,01/03/21,09:00,1.0,9.0,6.0,2021.0,0.0,4280.973,34.880973000000004
2021-01-03 09:15:00,5.3,01/03/21,09:15,1.0,9.0,6.0,2021.0,0.0,4308.498,9.608497999999999
2021-01-03 09:30:00,31.2,01/03/21,09:30,1.0,9.0,6.0,2021.0,0.0,4336.023,35.536023
2021-01-03 09:45:00,5.3,01/03/21,09:45,1.0,9.0,6.0,2021.0,0.0,4363.548000000001,9.663548
2021-01-03 10:00:00,30.5,01/03/21,10:00,1.0,10.0,6.0,2021.0,0.0,4391.073,34.891073
2021-01-03 10:15:00,5.4,01/03/21,10:15,1.0,10.0,6.0,2021.0,0.0,3928.9947500000003,9.32899475
2021-01-03 10:30:00,5.3,01/03/21,10:30,1.0,10.0,6.0,2021.0,0.0,3466.9165000000003,8.7669165
2021-01-03 10:45:00,29.8,01/03/21,10:45,1.0,10.0,6.0,2021.0,0.0,3004.8382500000002,32.80483825
2021-01-03 11:00:00,5.3,01/03/21,11:00,1.0,11.0,6.0,2021.0,0.0,2542.76,7.84276
2021-01-03 11:15:00,30.3,01/03/21,11:15,1.0,11.0,6.0,2021.0,0.0,3249.1890000000003,33.549189
2021-01-03 11:30:00,4.7,01/03/21,11:30,1.0,11.0,6.0,2021.0,0.0,3955.618,8.655618
2021-01-03 11:45:00,5.3,01/03/21,11:45,1.0,11.0,6.0,2021.0,0.0,4662.0470000000005,9.962047
2021-01-03 12:00:00,5.3,01/03/21,12:00,1.0,12.0,6.0,2021.0,0.0,5368.476,10.668475999999998
2021-01-03 12:15:00,29.7,01/03/21,12:15,1.0,12.0,6.0,2021.0,0.0,4464.9065,34.1649065
